ensemble_member,policy,drying_time_h,strategy,dose_design,watermark,candidate_only_not_for_physical_execution
53,III_diagonal_2__N80__cold_late,196.3098977707337,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
53,III_diagonal_2__N80__warm_early,169.81802987571987,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
54,III_diagonal_2__N80__anchor,202.9757124913776,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
54,III_diagonal_2__N80__cold_late,209.0393905081557,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
54,III_diagonal_2__N80__warm_early,183.4576452997285,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
55,III_diagonal_2__N80__anchor,186.61606560448902,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
55,III_diagonal_2__N80__cold_late,192.23711391520183,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
55,III_diagonal_2__N80__warm_early,166.50349333088243,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
56,III_diagonal_2__N80__anchor,206.65149599318565,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
56,III_diagonal_2__N80__cold_late,212.06503744575357,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
56,III_diagonal_2__N80__warm_early,183.74797621822879,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
57,III_diagonal_2__N80__anchor,203.01916929267392,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
57,III_diagonal_2__N80__cold_late,209.16246421469808,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
57,III_diagonal_2__N80__warm_early,182.40103482664276,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
58,III_diagonal_2__N80__anchor,179.6006868250601,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
58,III_diagonal_2__N80__cold_late,184.94559110548846,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
58,III_diagonal_2__N80__warm_early,159.107483852903,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
59,III_diagonal_2__N80__anchor,196.43474900100225,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
59,III_diagonal_2__N80__cold_late,201.93761465520444,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
59,III_diagonal_2__N80__warm_early,176.3716394903441,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
60,III_diagonal_2__N80__anchor,185.6847840320857,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
60,III_diagonal_2__N80__cold_late,191.23523943648206,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
60,III_diagonal_2__N80__warm_early,165.0759659285949,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
61,III_diagonal_2__N80__anchor,194.89400486400254,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
61,III_diagonal_2__N80__cold_late,200.41368418709885,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
61,III_diagonal_2__N80__warm_early,172.73311712743603,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
62,III_diagonal_2__N80__anchor,197.96232090616192,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
62,III_diagonal_2__N80__cold_late,203.68349738688366,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
62,III_diagonal_2__N80__warm_early,177.98172499864611,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
63,III_diagonal_2__N80__anchor,200.4473986377255,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
63,III_diagonal_2__N80__cold_late,206.42031494432362,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
63,III_diagonal_2__N80__warm_early,180.3150256364774,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
0,III_diagonal_2__N76_historical_anchor__anchor,190.90219260258172,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
0,III_diagonal_2__N76_historical_anchor__cold_late,197.9097253903931,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
0,III_diagonal_2__N76_historical_anchor__warm_early,175.27496331273247,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
1,III_diagonal_2__N76_historical_anchor__anchor,187.4344324765886,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
1,III_diagonal_2__N76_historical_anchor__cold_late,193.56594363488554,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
1,III_diagonal_2__N76_historical_anchor__warm_early,168.70967553289447,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
2,III_diagonal_2__N76_historical_anchor__anchor,203.39658647414333,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
2,III_diagonal_2__N76_historical_anchor__cold_late,210.19818910916086,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
2,III_diagonal_2__N76_historical_anchor__warm_early,185.16217759274159,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
3,III_diagonal_2__N76_historical_anchor__anchor,197.18596181329016,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
3,III_diagonal_2__N76_historical_anchor__cold_late,203.5510604841164,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
3,III_diagonal_2__N76_historical_anchor__warm_early,177.27892018001018,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
4,III_diagonal_2__N76_historical_anchor__anchor,190.79547622539806,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
4,III_diagonal_2__N76_historical_anchor__cold_late,196.6909967102626,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
4,III_diagonal_2__N76_historical_anchor__warm_early,169.88147141730798,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
5,III_diagonal_2__N76_historical_anchor__anchor,202.2801420169269,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
5,III_diagonal_2__N76_historical_anchor__cold_late,208.96591109212443,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
5,III_diagonal_2__N76_historical_anchor__warm_early,182.77330589580362,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
6,III_diagonal_2__N76_historical_anchor__anchor,190.233151321516,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
6,III_diagonal_2__N76_historical_anchor__cold_late,193.42864382506198,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
6,III_diagonal_2__N76_historical_anchor__warm_early,184.60123216428312,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
7,III_diagonal_2__N76_historical_anchor__anchor,429.1242147321335,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
7,III_diagonal_2__N76_historical_anchor__cold_late,475.77333674973653,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
7,III_diagonal_2__N76_historical_anchor__warm_early,498.23899308750117,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
8,III_diagonal_2__N76_historical_anchor__anchor,201.5239463183827,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
8,III_diagonal_2__N76_historical_anchor__cold_late,207.94132598762326,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
8,III_diagonal_2__N76_historical_anchor__warm_early,172.5954748885537,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
9,III_diagonal_2__N76_historical_anchor__anchor,153.35390975476133,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
9,III_diagonal_2__N76_historical_anchor__cold_late,159.9570975185437,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
9,III_diagonal_2__N76_historical_anchor__warm_early,120.67473334553593,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
10,III_diagonal_2__N76_historical_anchor__anchor,200.30432187380393,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
10,III_diagonal_2__N76_historical_anchor__cold_late,206.39239898528703,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
10,III_diagonal_2__N76_historical_anchor__warm_early,179.9216637617713,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
11,III_diagonal_2__N76_historical_anchor__anchor,191.44464304899404,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
11,III_diagonal_2__N76_historical_anchor__cold_late,197.73082481562716,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
11,III_diagonal_2__N76_historical_anchor__warm_early,172.3908677363675,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
12,III_diagonal_2__N76_historical_anchor__anchor,200.4847531864816,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
12,III_diagonal_2__N76_historical_anchor__cold_late,206.62783887941615,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
12,III_diagonal_2__N76_historical_anchor__warm_early,179.83747249007695,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
13,III_diagonal_2__N76_historical_anchor__anchor,185.42494609819127,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
13,III_diagonal_2__N76_historical_anchor__cold_late,191.723589122539,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
13,III_diagonal_2__N76_historical_anchor__warm_early,166.9657161109438,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
14,III_diagonal_2__N76_historical_anchor__anchor,183.02157536060287,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
14,III_diagonal_2__N76_historical_anchor__cold_late,189.6505552544856,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
14,III_diagonal_2__N76_historical_anchor__warm_early,166.20849518112988,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
15,III_diagonal_2__N76_historical_anchor__anchor,196.89959560084085,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
15,III_diagonal_2__N76_historical_anchor__cold_late,203.49932298392196,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
15,III_diagonal_2__N76_historical_anchor__warm_early,177.9689099190133,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
16,III_diagonal_2__N76_historical_anchor__anchor,210.33514591118455,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
16,III_diagonal_2__N76_historical_anchor__cold_late,215.77103066361116,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
16,III_diagonal_2__N76_historical_anchor__warm_early,187.73250036595235,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
17,III_diagonal_2__N76_historical_anchor__anchor,183.67784871557825,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
17,III_diagonal_2__N76_historical_anchor__cold_late,189.7853386872228,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
17,III_diagonal_2__N76_historical_anchor__warm_early,165.44632848185077,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
18,III_diagonal_2__N76_historical_anchor__anchor,190.78804936225703,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
18,III_diagonal_2__N76_historical_anchor__cold_late,197.47306107949797,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
18,III_diagonal_2__N76_historical_anchor__warm_early,172.75644451468693,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
19,III_diagonal_2__N76_historical_anchor__anchor,211.96763189996713,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
19,III_diagonal_2__N76_historical_anchor__cold_late,218.28244630155328,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
19,III_diagonal_2__N76_historical_anchor__warm_early,191.18765922978244,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
20,III_diagonal_2__N76_historical_anchor__anchor,206.0552546491422,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
20,III_diagonal_2__N76_historical_anchor__cold_late,212.70001947054382,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
20,III_diagonal_2__N76_historical_anchor__warm_early,186.7177827710007,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
21,III_diagonal_2__N76_historical_anchor__anchor,201.4199219575501,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
21,III_diagonal_2__N76_historical_anchor__cold_late,208.72400656689538,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
21,III_diagonal_2__N76_historical_anchor__warm_early,184.1041989730017,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
22,III_diagonal_2__N76_historical_anchor__anchor,190.19218858667438,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
22,III_diagonal_2__N76_historical_anchor__cold_late,196.24179239948242,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
22,III_diagonal_2__N76_historical_anchor__warm_early,170.10428706706745,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
23,III_diagonal_2__N76_historical_anchor__anchor,186.5606944419702,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
23,III_diagonal_2__N76_historical_anchor__cold_late,193.168714317343,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
23,III_diagonal_2__N76_historical_anchor__warm_early,169.3984739621197,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
24,III_diagonal_2__N76_historical_anchor__anchor,185.26799208008993,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
24,III_diagonal_2__N76_historical_anchor__cold_late,191.92871497684558,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
24,III_diagonal_2__N76_historical_anchor__warm_early,168.80975390434293,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
25,III_diagonal_2__N76_historical_anchor__anchor,192.04201677984742,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
25,III_diagonal_2__N76_historical_anchor__cold_late,198.9058123190111,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
25,III_diagonal_2__N76_historical_anchor__warm_early,174.4643245075658,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
26,III_diagonal_2__N76_historical_anchor__anchor,185.1715763073215,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
26,III_diagonal_2__N76_historical_anchor__cold_late,191.88013377082177,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
26,III_diagonal_2__N76_historical_anchor__warm_early,169.77758034547182,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
27,III_diagonal_2__N76_historical_anchor__anchor,188.35303322930375,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
27,III_diagonal_2__N76_historical_anchor__cold_late,194.2783635103242,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
27,III_diagonal_2__N76_historical_anchor__warm_early,168.30549049600185,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
28,III_diagonal_2__N76_historical_anchor__anchor,182.68988381694453,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
28,III_diagonal_2__N76_historical_anchor__cold_late,189.19066134261757,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
28,III_diagonal_2__N76_historical_anchor__warm_early,165.23341246005484,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
29,III_diagonal_2__N76_historical_anchor__anchor,192.62959591165693,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
29,III_diagonal_2__N76_historical_anchor__cold_late,199.77737425761416,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
29,III_diagonal_2__N76_historical_anchor__warm_early,176.95265851286754,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
30,III_diagonal_2__N76_historical_anchor__anchor,195.90901286844903,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
30,III_diagonal_2__N76_historical_anchor__cold_late,199.23619191894684,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
30,III_diagonal_2__N76_historical_anchor__warm_early,190.10267693425996,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
31,III_diagonal_2__N76_historical_anchor__anchor,196.62584736461315,III_diagonal_2,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
