ensemble_member,policy,drying_time_h,strategy,dose_design,watermark,candidate_only_not_for_physical_execution
3,III_diagonal_2__N80__cold_late,202.81983838563238,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
3,III_diagonal_2__N80__warm_early,174.7387895771558,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
4,III_diagonal_2__N80__anchor,190.79547622539806,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
4,III_diagonal_2__N80__cold_late,196.13293279552315,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
4,III_diagonal_2__N80__warm_early,167.3280839899243,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
5,III_diagonal_2__N80__anchor,202.2801420169269,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
5,III_diagonal_2__N80__cold_late,208.13413936237723,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
5,III_diagonal_2__N80__warm_early,180.20224496997218,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
6,III_diagonal_2__N80__anchor,190.233151321516,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
6,III_diagonal_2__N80__cold_late,191.77221277484495,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
6,III_diagonal_2__N80__warm_early,183.12021296836528,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
7,III_diagonal_2__N80__anchor,429.1242147321335,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
7,III_diagonal_2__N80__cold_late,464.17805830601515,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
7,III_diagonal_2__N80__warm_early,501.3316538530034,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
8,III_diagonal_2__N80__anchor,201.5239463183827,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
8,III_diagonal_2__N80__cold_late,208.08418450868746,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
8,III_diagonal_2__N80__warm_early,169.62911156860307,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
9,III_diagonal_2__N80__anchor,153.35390975476133,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
9,III_diagonal_2__N80__cold_late,161.39801956941616,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
9,III_diagonal_2__N80__warm_early,117.81057799451662,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
10,III_diagonal_2__N80__anchor,200.30432187380393,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
10,III_diagonal_2__N80__cold_late,205.65252591275416,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
10,III_diagonal_2__N80__warm_early,177.2862378292343,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
11,III_diagonal_2__N80__anchor,191.44464304899404,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
11,III_diagonal_2__N80__cold_late,197.040145630113,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
11,III_diagonal_2__N80__warm_early,169.9386003288507,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
12,III_diagonal_2__N80__anchor,200.4847531864816,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
12,III_diagonal_2__N80__cold_late,205.98908051024034,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
12,III_diagonal_2__N80__warm_early,177.13980603714975,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
13,III_diagonal_2__N80__anchor,185.42494609819127,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
13,III_diagonal_2__N80__cold_late,190.9947564722588,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
13,III_diagonal_2__N80__warm_early,164.62616107096048,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
14,III_diagonal_2__N80__anchor,183.02157536060287,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
14,III_diagonal_2__N80__cold_late,188.63858784494408,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
14,III_diagonal_2__N80__warm_early,164.06986287588984,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
15,III_diagonal_2__N80__anchor,196.89959560084085,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
15,III_diagonal_2__N80__cold_late,202.61619603273004,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
15,III_diagonal_2__N80__warm_early,175.4738276611921,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
16,III_diagonal_2__N80__anchor,210.33514591118455,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
16,III_diagonal_2__N80__cold_late,215.2782881008206,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
16,III_diagonal_2__N80__warm_early,184.77888013699354,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
17,III_diagonal_2__N80__anchor,183.67784871557825,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
17,III_diagonal_2__N80__cold_late,189.1020921048738,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
17,III_diagonal_2__N80__warm_early,163.12480936014174,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
18,III_diagonal_2__N80__anchor,190.78804936225703,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
18,III_diagonal_2__N80__cold_late,196.51536326534992,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
18,III_diagonal_2__N80__warm_early,170.45250011000712,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
19,III_diagonal_2__N80__anchor,211.96763189996713,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
19,III_diagonal_2__N80__cold_late,217.55940998705447,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
19,III_diagonal_2__N80__warm_early,188.32855334590968,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
20,III_diagonal_2__N80__anchor,206.0552546491422,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
20,III_diagonal_2__N80__cold_late,211.7615221629747,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
20,III_diagonal_2__N80__warm_early,184.0907832308839,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
21,III_diagonal_2__N80__anchor,201.4199219575501,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
21,III_diagonal_2__N80__cold_late,207.56685438811826,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
21,III_diagonal_2__N80__warm_early,181.72146311688755,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
22,III_diagonal_2__N80__anchor,190.19218858667438,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
22,III_diagonal_2__N80__cold_late,195.51545300166984,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
22,III_diagonal_2__N80__warm_early,167.64380290655728,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
23,III_diagonal_2__N80__anchor,186.5606944419702,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
23,III_diagonal_2__N80__cold_late,192.19065887007034,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
23,III_diagonal_2__N80__warm_early,167.1056797624936,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
24,III_diagonal_2__N80__anchor,185.26799208008993,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
24,III_diagonal_2__N80__cold_late,190.84585017437448,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
24,III_diagonal_2__N80__warm_early,166.70376960013397,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
25,III_diagonal_2__N80__anchor,192.04201677984742,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
25,III_diagonal_2__N80__cold_late,197.83237006315588,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
25,III_diagonal_2__N80__warm_early,172.20357844382994,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
26,III_diagonal_2__N80__anchor,185.1715763073215,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
26,III_diagonal_2__N80__cold_late,190.62838043820173,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
26,III_diagonal_2__N80__warm_early,167.76321768987472,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
27,III_diagonal_2__N80__anchor,188.35303322930375,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
27,III_diagonal_2__N80__cold_late,193.5573871417764,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
27,III_diagonal_2__N80__warm_early,165.91989222989662,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
28,III_diagonal_2__N80__anchor,182.68988381694453,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
28,III_diagonal_2__N80__cold_late,188.33592990284347,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
28,III_diagonal_2__N80__warm_early,163.04356534968014,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
29,III_diagonal_2__N80__anchor,192.62959591165693,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
29,III_diagonal_2__N80__cold_late,198.5249651658993,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
29,III_diagonal_2__N80__warm_early,174.81071175740584,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
30,III_diagonal_2__N80__anchor,195.90901286844903,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
30,III_diagonal_2__N80__cold_late,197.54726921267027,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
30,III_diagonal_2__N80__warm_early,188.55035064512055,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
31,III_diagonal_2__N80__anchor,196.62584736461315,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
31,III_diagonal_2__N80__cold_late,198.35079089340056,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
31,III_diagonal_2__N80__warm_early,188.97886457677532,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
32,III_diagonal_2__N80__anchor,183.20572340121336,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
32,III_diagonal_2__N80__cold_late,188.7772732116036,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
32,III_diagonal_2__N80__warm_early,164.63142523518525,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
33,III_diagonal_2__N80__anchor,193.32105112404633,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
33,III_diagonal_2__N80__cold_late,199.0692840660279,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
33,III_diagonal_2__N80__warm_early,173.71041167862674,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
34,III_diagonal_2__N80__anchor,186.58474776888207,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
34,III_diagonal_2__N80__cold_late,192.01433248517108,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
34,III_diagonal_2__N80__warm_early,164.96709577486754,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
35,III_diagonal_2__N80__anchor,193.9914805008983,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
35,III_diagonal_2__N80__cold_late,199.5313932097574,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
35,III_diagonal_2__N80__warm_early,171.78517494760413,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
36,III_diagonal_2__N80__anchor,188.652730671668,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
36,III_diagonal_2__N80__cold_late,193.80048065854302,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
36,III_diagonal_2__N80__warm_early,164.4548164852922,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
37,III_diagonal_2__N80__anchor,201.7563070423063,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
37,III_diagonal_2__N80__cold_late,207.4235096400867,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
37,III_diagonal_2__N80__warm_early,180.70789112372296,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
38,III_diagonal_2__N80__anchor,189.3115340102959,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
38,III_diagonal_2__N80__cold_late,194.52264541047214,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
38,III_diagonal_2__N80__warm_early,165.10401492062024,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
39,III_diagonal_2__N80__anchor,193.08554997112896,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
39,III_diagonal_2__N80__cold_late,198.33378246696685,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
39,III_diagonal_2__N80__warm_early,169.73726098514834,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
40,III_diagonal_2__N80__anchor,195.21201039490288,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
40,III_diagonal_2__N80__cold_late,200.9874788233008,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
40,III_diagonal_2__N80__warm_early,173.17786993562243,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
41,III_diagonal_2__N80__anchor,197.73911504220396,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
41,III_diagonal_2__N80__cold_late,204.07344803076631,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
41,III_diagonal_2__N80__warm_early,182.20611711850864,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
42,III_diagonal_2__N80__anchor,186.4840301218015,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
42,III_diagonal_2__N80__cold_late,192.2284912913695,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
42,III_diagonal_2__N80__warm_early,167.6840788500436,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
43,III_diagonal_2__N80__anchor,186.69513507496632,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
43,III_diagonal_2__N80__cold_late,192.1483487153175,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
43,III_diagonal_2__N80__warm_early,165.96487882179287,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
44,III_diagonal_2__N80__anchor,198.32033562722373,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
44,III_diagonal_2__N80__cold_late,203.79081320789484,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
44,III_diagonal_2__N80__warm_early,178.57710176726113,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
45,III_diagonal_2__N80__anchor,180.43467784163326,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
45,III_diagonal_2__N80__cold_late,185.7756311940808,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
45,III_diagonal_2__N80__warm_early,162.35841449283436,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
46,III_diagonal_2__N80__anchor,198.16267385060618,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
46,III_diagonal_2__N80__cold_late,203.65005231112207,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
46,III_diagonal_2__N80__warm_early,176.13148315588575,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
47,III_diagonal_2__N80__anchor,195.9837585325705,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
47,III_diagonal_2__N80__cold_late,201.62140176209908,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
47,III_diagonal_2__N80__warm_early,173.96908131403364,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
48,III_diagonal_2__N80__anchor,184.65434371558632,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
48,III_diagonal_2__N80__cold_late,190.2016250995214,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
48,III_diagonal_2__N80__warm_early,165.01431628128088,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
49,III_diagonal_2__N80__anchor,194.45629544178828,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
49,III_diagonal_2__N80__cold_late,200.07286655791407,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
49,III_diagonal_2__N80__warm_early,173.5744413231956,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
50,III_diagonal_2__N80__anchor,202.2218108011046,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
50,III_diagonal_2__N80__cold_late,207.8548848941391,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
50,III_diagonal_2__N80__warm_early,180.47641945744346,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
51,III_diagonal_2__N80__anchor,202.99074428884074,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
51,III_diagonal_2__N80__cold_late,208.5669195998804,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
51,III_diagonal_2__N80__warm_early,181.03770629486576,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
52,III_diagonal_2__N80__anchor,194.8924531032,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
52,III_diagonal_2__N80__cold_late,200.65917695823626,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
52,III_diagonal_2__N80__warm_early,174.38381833682308,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
53,III_diagonal_2__N80__anchor,190.5503764769422,III_diagonal_2,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
